"Бренд","MPN","Наименование продукта","Цена","URL-адрес страницы","Данные о наличии продукта","Категория товара","Оценка товара","Количество отзывов"
"LG","A12IWK","Кондиционер LG A12IWK",12519000,"https://goodzone.uz/product/kondicioner-lg-a12iwk",2,"Кондиционеры",0,0
"Hitachi","R-V470PUC3K INX","Холодильник Hitachi R-V470PUC3K INX",8229000,"https://goodzone.uz/product/kholodilnik-hitachi-r-v470puc3k-inx",3,"Холодильники",0,0
"Hitachi","R-VG470PUC3 GBW","Холодильник Hitachi R-VG470PUC3 GBW",8651000,"https://goodzone.uz/product/kholodilnik-hitachi-r-vg470puc3-gbw",0,"Холодильники",0,0
"Philips","HR1574/50","Миксер Philips HR1574/50",1055000,"https://goodzone.uz/product/mikser-philips-hr1574-50",4,"Миксеры",0,0
"Hitachi","R-VG910PUC5 GBK","Холодильник Hitachi R-VG910PUC5 GBK",15086500,"https://goodzone.uz/product/kholodilnik-hitachi-r-vg910puc5-gbk",0,"Холодильники",0,0
"Haier","FCD-JTHA30-III(ET)","Электрический водонагреватель Haier FCD-JTHA30-III(ET)",1244900,"https://goodzone.uz/product/elektricheskii-vodonagrevatel-haier-fcd-jtha30-iii-et",3,"Электрические водонагреватели",0,0
"Haier","ES50V-A3","Электрический водонагреватель Haier ES50V-A3",1266000,"https://goodzone.uz/product/elektricheskii-vodonagrevatel-haier-es50v-a3",1,"Электрические водонагреватели",0,0
"Haier","ES80V-A3","Электрический водонагреватель Haier ES80V-A3",1445350,"https://goodzone.uz/product/elektricheskii-vodonagrevatel-haier-es80v-a3",1,"Электрические водонагреватели",0,0
"Haier","ES100V-A3","Электрический водонагреватель Haier ES100V-A3",1635250,"https://goodzone.uz/product/elektricheskii-vodonagrevatel-haier-es100v-a3",0,"Электрические водонагреватели",0,0
"Haier","ES80V-F1(R)","Электрический водонагреватель Haier ES80V-F1(R)",2711350,"https://goodzone.uz/product/elektricheskii-vodonagrevatel-haier-es80v-f1-r",0,"Электрические водонагреватели",0,0
"Haier","ES100V-F1(R)","Электрический водонагреватель Haier ES100V-F1(R)",2901250,"https://goodzone.uz/product/elektricheskii-vodonagrevatel-haier-es100v-f1-r",0,"Электрические водонагреватели",0,0
"Haier","ES100V-V1(R)","Электрический водонагреватель Haier ES100V-V1(R)",2162750,"https://goodzone.uz/product/elektricheskii-vodonagrevatel-haier-es100v-v1-r",0,"Электрические водонагреватели",0,0
"Haier","ES80V-S(R)","Электрический водонагреватель Haier ES80V-S(R)",2078350,"https://goodzone.uz/product/elektricheskii-vodonagrevatel-haier-es80v-s-r",0,"Электрические водонагреватели",0,0
"Polaris","PROVENCE-24F","Сковорода Polaris PROVENCE-24F",211000,"https://goodzone.uz/product/skovoroda-polaris-provence-24f",4,"Сковородки",0,0
"Polaris","PROVENCE-20F","Сковорода Polaris PROVENCE-20F",168800,"https://goodzone.uz/product/skovoroda-polaris-provence-20f",6,"Сковородки",0,0
"Polaris","TOSKANA-20F","Сковорода Polaris TOSKANA-20F",474750,"https://goodzone.uz/product/skovoroda-polaris-toskana-20f",6,"Сковородки",0,0
"Canon","G3411","МФУ Canon PIXMA G3411",1730200,"https://goodzone.uz/product/printer-canon-pixma-g3411",0,"МФУ",0,0
"Polaris","BELLAGIO-20F","Сковорода Polaris BELLAGIO-20F",263750,"https://goodzone.uz/product/skovoroda-polaris-bellagio-20f",1,"Сковородки",0,0
"LG","MH6595GIH","Микроволновая печь LG MH6595GIH",1730200,"https://goodzone.uz/product/mikrovolnovaya-pech-lg-mh6595gih",0,"Микроволновые печи",0,0
"Polaris","NULL","Сковорода Polaris ADORE-28F",284850,"https://goodzone.uz/product/skovoroda-polaris-adore-28f",0,"Сковородки",0,0
"Polaris","BELLAGIO-28F","Сковорода Polaris BELLAGIO-28F",390350,"https://goodzone.uz/product/skovoroda-polaris-bellagio-28f",4,"Сковородки",0,0
"Ballu","BHP-MW-5","Обогреватель Ballu BHP-MW-5",1160500,"https://goodzone.uz/product/obogrevatel-ballu-bhp-mw-5",0,"Обогреватели",0,0
"Polaris","EC-28F","Сковорода Polaris EC-28F",422000,"https://goodzone.uz/product/skovoroda-polaris-ec-28f",11,"Сковородки",0,0
"Polaris","SAFARI-24F","Сковорода Polaris SAFARI-24F",316500,"https://goodzone.uz/product/skovoroda-polaris-safari-24f",1,"Сковородки",0,0
"Polaris","TOSKANA-18SP","Ковш Polaris TOSKANA-18SP",527500,"https://goodzone.uz/product/kovsh-polaris-toskana-18sp",5,"Прочая посуда (ковши, крышки)",0,0
"Polaris","ADERA-24F","Сотейник Polaris MADERA-24F",527500,"https://goodzone.uz/product/soteinik-polaris-madera-24f",1,"Прочая посуда (ковши, крышки)",0,0
"Polaris","ELLAGIO-16SP","Ковш Polaris BELLAGIO-16SP",358750,"https://goodzone.uz/product/kovsh-polaris-bellagio-16sp",5,"Прочая посуда (ковши, крышки)",0,0
"Haier","HW60-12636","Стиральная машина Haier HW60-12636",3903500,"https://goodzone.uz/product/stiralnaya-mashina-haier-hw60-12636",2,"Стиральные машины",0,0
"Haier","HW70-12829","Стиральная машина Haier HW70-12829",4220000,"https://goodzone.uz/product/stiralnaya-mashina-haier-hw70-12829",0,"Стиральные машины",0,0
"Haier","LE43K6000SF","Телевизор Haier LE43K6000SF",2479250,"https://goodzone.uz/product/televizor-haier-le43k6000sf",0,"Телевизоры",0,0
"Panasonic","MJ-M171PWTQ","Соковыжималка Panasonic MJ-M171PWTQ",1350400,"https://goodzone.uz/product/kukhonnyi-kombain-panasonic-mj-m171pwtq",5,"Соковыжималки",0,0
"Philips","HR7627/00","Кухонный комбайн Philips HR7627/00",1160500,"https://goodzone.uz/product/kukhonnyi-kombain-philips-hr7627-00",3,"Кухонные комбайны",0,0
"Haier","HCC406AGF-B","Варочная панель Haier HCC406AGF-B",2901250,"https://goodzone.uz/product/varochnaya-panel-haier-hcc406agf-b",4,"Варочные панели",0,0
"Haier","HCWM140AEB","Встраиваемая духовка Haier HCWM140AEB",2637500,"https://goodzone.uz/product/vstraivaemaya-dukhovka-haier-hcwm140aeb",2,"Встраиваемые духовки",0,0
"Haier","HCWM140EES","Встраиваемая духовка Haier HCWM140EES",2690250,"https://goodzone.uz/product/vstraivaemaya-dukhovka-haier-hcwm140ees",4,"Встраиваемые духовки",0,0
"Haier","HCWM140AES","Встраиваемая духовка Haier HCWM140AES",3059500,"https://goodzone.uz/product/vstraivaemaya-dukhovka-haier-hcwm140aes",3,"Встраиваемые духовки",0,0
"Haier","HCWE210SES","Встраиваемая духовка Haier HCWE210SES",3587000,"https://goodzone.uz/product/vstraivaemaya-dukhovka-haier-hcwe210ses",0,"Встраиваемые духовки",0,0
"Haier","HCWE250EES","Встраиваемая духовка Haier HCWE250EES",3798000,"https://goodzone.uz/product/vstraivaemaya-dukhovka-haier-hcwe250ees",4,"Встраиваемые духовки",0,0
"Haier","HCWE250EEB","Встраиваемая духовка Haier HCWE250EEB",3692500,"https://goodzone.uz/product/vstraivaemaya-dukhovka-haier-hcwe250eeb",4,"Встраиваемые духовки",0,0
"Haier","HCWE250EEI","Встраиваемая духовка Haier HCWE250EEI",3692500,"https://goodzone.uz/product/vstraivaemaya-dukhovka-haier-hcwe250eei",5,"Встраиваемые духовки",0,0
"Philips","NULL","Электрическая бритва Philips S1100/04",474750,"https://goodzone.uz/product/elektricheskaya-britva-philips-s1100-04",0,"Электрические бритвы",0,0
"Polaris","PAW 2202Di","Климатический комплекс Polaris PAW 2202Di",1550850,"https://goodzone.uz/product/klimaticheskii-kompleks-polaris-paw-2202di",0,"Увлажнители воздуха",0,0
"Nikai","NMG-746U","Мясорубка Nikai NMG-746U",685750,"https://goodzone.uz/product/myasorubka-nikai-nmg-746u",1,"Mясорубки",0,0
"Polaris","PMG 2546","Мясорубка Polaris PMG 2546",1730200,"https://goodzone.uz/product/myasorubka-polaris-pmg-2546",1,"Mясорубки",0,0
"Philips","S1310/04","Электрическая бритва Philips S1310/04",780700,"https://goodzone.uz/product/elektricheskaya-britva-philips-s1310-04",4,"Электрические бритвы",0,0
"Philips","S1510/04","Электрическая бритва Philips S1510/04",812350,"https://goodzone.uz/product/elektricheskaya-britva-philips-s1510-04",1,"Электрические бритвы",0,0
"Philips","PT711/16","Электрическая бритва Philips PT711/16",770150,"https://goodzone.uz/product/elektricheskaya-britva-philips-pt711-16",2,"Электрические бритвы",0,0
"Philips","PT723/16","Электрическая бритва Philips PT723/16",865100,"https://goodzone.uz/product/elektricheskaya-britva-philips-pt723-16",0,"Электрические бритвы",0,0
"Philips","NULL","Электрическая бритва Philips S3510/06",833450,"https://goodzone.uz/product/elektricheskaya-britva-philips-s3510-06",0,"Электрические бритвы",0,0
"Philips","S728/17","Электрическая бритва Philips S728/17",928400,"https://goodzone.uz/product/elektricheskaya-britva-philips-s728-17",5,"Электрические бритвы",0,0
"Philips","NULL","Электрическая бритва Philips S5110/06",928400,"https://goodzone.uz/product/elektricheskaya-britva-philips-s5110-06",0,"Электрические бритвы",0,0
"Electrolux","EWH 30 Quantum Pro","Электрический водонагреватель Electrolux EWH 30 Quantum Pro",1002250,"https://goodzone.uz/product/elektricheskii-vodonagrevatel-electrolux-ewh-30-quantum-pro",0,"Электрические водонагреватели",0,0
"Philips","S5310/06","Электрическая бритва Philips S5310/06",1234350,"https://goodzone.uz/product/elektricheskaya-britva-philips-s5310-06",0,"Электрические бритвы",0,0
"Lagermania","TUS95C31DX","Газовая плита Lagermania TUS95C31DX",11077500,"https://goodzone.uz/product/gazovaya-plita-lagermania-tus95c31dx",1,"Газовые плиты",0,0
"Polaris","BELLAGIO-28FD","Сковорода Polaris BELLAGIO-28FD",453650,"https://goodzone.uz/product/skovoroda-polaris-bellagio-28fd",0,"Сковородки",0,0
"Polaris","SAFARI-26F","Сковорода Polaris SAFARI-26F",316500,"https://goodzone.uz/product/skovoroda-polaris-safari-26f",0,"Сковородки",0,0
"Lagermania","RIS95C31DX","Газовая плита Lagermania RIS95C31DX",9495000,"https://goodzone.uz/product/gazovaya-plita-lagermania-ris95c31dx",1,"Газовые плиты",0,0
"Philips","NULL","Триммер Philips BT1216/10",422000,"https://goodzone.uz/product/trimmer-philips-bt1216-10",1,"Триммеры",0,0
"Philips","NULL","Триммер Philips MG3710/15",506400,"https://goodzone.uz/product/trimmer-philips-mg3710-15",6,"Триммеры",0,0
"Philips","NULL","Триммер Philips QT3900/15",443100,"https://goodzone.uz/product/trimmer-philips-qt3900-15",0,"Триммеры",5,1
"Philips","NULL","Триммер Philips MG3740/15",548600,"https://goodzone.uz/product/trimmer-philips-mg3740-15",0,"Триммеры",0,0
"Philips","NULL","Триммер Philips QT4015/15",654100,"https://goodzone.uz/product/trimmer-philips-qt4015-15",0,"Триммеры",0,0
"Philips","NULL","Триммер Philips BT5200/16",928400,"https://goodzone.uz/product/trimmer-philips-bt5200-16",0,"Триммеры",0,0
"Philips","BT7210/15","Триммер Philips BT7210/15",1012800,"https://goodzone.uz/product/trimmer-philips-bt7210-15",2,"Триммеры",0,0
"Philips","NULL","Машинка для стрижки волос  Philips QC5125/15",390350,"https://goodzone.uz/product/mashinka-dlya-strizhki-volos-philips-qc5125-15",0,"Машинки для стрижки волос",0,0
"Philips","NULL","Машинка для стрижки волос Philips QC5115/15",411450,"https://goodzone.uz/product/mashinka-dlya-strizhki-volos-philips-qc5115-15",4,"Машинки для стрижки волос",0,0
"Philips","NULL","Машинка для стрижки волос Philips HC5440/15",495850,"https://goodzone.uz/product/mashinka-dlya-strizhki-volos-philips-hc5440-15",0,"Машинки для стрижки волос",0,0
"Philips","NULL","Машинка для стрижки волос Philips HC3420/15",443100,"https://goodzone.uz/product/mashinka-dlya-strizhki-volos-philips-hc3420-15",0,"Машинки для стрижки волос",0,0
"Philips","NULL","Машинка для стрижки волос Philips HC5410/15",443100,"https://goodzone.uz/product/mashinka-dlya-strizhki-volos-philips-hc5410-15",0,"Машинки для стрижки волос",0,0
"Philips","NULL","Машинка для стрижки волос Philips HC3400/15",369250,"https://goodzone.uz/product/mashinka-dlya-strizhki-volos-philips-hc3400-15",0,"Машинки для стрижки волос",0,0
"Philips","NULL","Машинка для стрижки волос Philips HC5446/80",548600,"https://goodzone.uz/product/mashinka-dlya-strizhki-volos-philips-hc5446-80",0,"Машинки для стрижки волос",0,0
"Philips","HP6422/01","Эпилятор Philips HP6422/01",664650,"https://goodzone.uz/product/epilyator-philips-hp6422-01",5,"Эпиляторы",0,0
"Philips","HP6421/00","Эпилятор Philips HP6421/00",664650,"https://goodzone.uz/product/epilyator-philips-hp6421-00",3,"Эпиляторы",0,0
"Philips","HP8660/00","Фен-щётка Philips HP8660/00",400900,"https://goodzone.uz/product/fen-shyotka-philips-hp8660-00",7,"Фены-щетки",0,0
"Philips","HP8661/00","Фен-щётка Philips HP8661/00",580250,"https://goodzone.uz/product/fen-shyotka-philips-hp8661-00",9,"Фены-щетки",0,0
"Philips","HP8662/00","Фен-щётка Philips HP8662/00",664650,"https://goodzone.uz/product/fen-shyotka-philips-hp8662-00",10,"Фены-щетки",0,0
"Philips","HP8679/00","Фен-щётка Philips HP8679/00",865100,"https://goodzone.uz/product/fen-shyotka-philips-hp8679-00",3,"Фены-щетки",0,0
"Philips","HP8656/00","Фен-щётка Philips HP8656/00",917850,"https://goodzone.uz/product/fen-shyotka-philips-hp8656-00",1,"Фены-щетки",0,0
"Philips","NULL","Фен-щётка Philips HP8664/00",938950,"https://goodzone.uz/product/fen-shyotka-philips-hp8664-00",0,"Фены-щетки",0,0
"Philips","HR2332/12","Паста машина Philips HR2332/12",2743000,"https://goodzone.uz/product/pasta-mashina-philips-hr2332-12",4,"Паста машины",0,0
"Philips","NULL","Миксер Philips HR1552",533000,"https://goodzone.uz/product/mikser-philips-hr1552",7,"Миксеры",0,0
"Philips","HR3740/00","Миксер Philips HR3740/00",685750,"https://goodzone.uz/product/mikser-philips-hr3740-00",7,"Миксеры",0,0
"Philips","HR1601/00","Блендер Philips HR1601/00",749050,"https://goodzone.uz/product/blender-philips-hr1601-00",7,"Блендеры",0,0
"Philips","NULL","Ручной блендер Philips HR1605/00",717400,"https://goodzone.uz/product/ruchnoi-blender-philips-hr1605-00",3,"Блендеры",0,0
"Philips","NULL","Ручной блендер Philips HR1607/00",749050,"https://goodzone.uz/product/ruchnoi-blender-philips-hr1607-00",5,"Блендеры",0,0
"Philips","NULL","Блендер Philips HR1628/00",960050,"https://goodzone.uz/product/blender-philips-hr1628-00",5,"Блендеры",0,0
"Philips","HR2632/90","Ручной блендер Philips HR2632/90",928400,"https://goodzone.uz/product/ruchnoi-blender-philips-hr2632-90",11,"Блендеры",0,0
"Philips","HP6428/00","Эпилятор Philips HP6428/00",770150,"https://goodzone.uz/product/epilyator-philips-hp6428-00",4,"Эпиляторы",0,0
"Philips","HP6548/00","Эпилятор Philips HP6548/00",844000,"https://goodzone.uz/product/epilyator-philips-hp6548-00",5,"Эпиляторы",0,0
"Philips","-","Мясорубка Philips HR2709/20",1242000,"https://goodzone.uz/product/myasorubka-philips-hr2709-20",3,"Mясорубки",0,0
"Philips","BRE610/00","Эпилятор Philips BRE610/00",991700,"https://goodzone.uz/product/epilyator-philips-bre610-00",3,"Эпиляторы",0,0
"Philips","-","Мясорубка Philips HR2710/10",1350400,"https://goodzone.uz/product/myasorubka-philips-hr2710-10",16,"Mясорубки",0,0
"Philips","-","Мясорубка Philips HR2711/20",1366200,"https://goodzone.uz/product/myasorubka-philips-hr2711-20",4,"Mясорубки",0,0
"Philips","NULL","Эпилятор Philips BRE620/00",1076100,"https://goodzone.uz/product/epilyator-philips-bre620-00",0,"Эпиляторы",0,0
"Philips","-","Мясорубка Philips HR2713/30",1397250,"https://goodzone.uz/product/myasorubka-philips-hr2713-30",3,"Mясорубки",0,0
"Philips","NULL","Эпилятор Philips BRE640/00",1371500,"https://goodzone.uz/product/epilyator-philips-bre640-00",0,"Эпиляторы",0,0
"Philips","-","Мясорубка Philips HR2721/00",1707750,"https://goodzone.uz/product/myasorubka-philips-hr2721-00",4,"Mясорубки",0,0
"Philips","-","Мясорубка Philips HR2722/10",1656000,"https://goodzone.uz/product/myasorubka-philips-hr2722-10",3,"Mясорубки",0,0
"Philips","NULL","Триммер для лица Philips HP6390/10",422000,"https://goodzone.uz/product/trimmer-dlya-lica-philips-hp6390-10",0,"Триммеры",0,0
"Philips","BRT382/15","Бикини Триммер Philips BRT382/15",474750,"https://goodzone.uz/product/bikini-trimmer-philips-brt382-15",4,"Триммеры",0,0
"Philips","NULL","Чайник Philips HD9334/11",474750,"https://goodzone.uz/product/chainik-philips-hd9334-11",9,"Электрочайники",0,0
"Philips","HD9335/31","Чайник Philips HD9335/31",580250,"https://goodzone.uz/product/chainik-philips-hd9335-31",12,"Электрочайники",0,0
"Philips","HD9336/21","Чайник Philips HD9336/21",580250,"https://goodzone.uz/product/chainik-philips-hd9336-21",8,"Электрочайники",0,0
"Philips","HD9350/91","Чайник Philips HD9350/91",527500,"https://goodzone.uz/product/chainik-philips-hd9350-91",0,"Электрочайники",0,0
"Philips","-","Чайник Philips HD9340/90",776250,"https://goodzone.uz/product/chainik-philips-hd9340-90",7,"Электрочайники",0,0
"Philips","NULL","Фен Philips BHD002/00",274300,"https://goodzone.uz/product/fen-philips-bhd002-00",0,"Фены",0,0
"Philips","HD9342/01","Чайник Philips HD9342/01",917850,"https://goodzone.uz/product/chainik-philips-hd9342-01",3,"Электрочайники",0,0
"Philips","HD2392/00","Сэндвичница Philips HD2392/00",495850,"https://goodzone.uz/product/sendvichnica-philips-hd2392-00",0,"Тостеры",0,0
"Philips","BHD004/00","Фен Philips BHD004/00",369250,"https://goodzone.uz/product/fen-philips-bhd004-00",0,"Фены",0,0
"Philips","BHD007/00","Фен Philips BHD007/00",411450,"https://goodzone.uz/product/fen-philips-bhd007-00",0,"Фены",0,0
"Philips","HP8230/00","Фен Philips HP8230/00",464200,"https://goodzone.uz/product/fen-philips-hp8230-00",8,"Фены",0,0
